conglomerado;panelm;estrato;ciudad;id_canton;id_prov
901601;34;721;70650;706;7
3401;31;712;70650;706;7
901301;32;722;70650;706;7
504;37;712;70651;706;7
505;35;712;70651;706;7
102;35;712;70652;706;7
503;35;711;70652;706;7
401;26;711;70652;706;7
502;41;712;70654;706;7
1605;25;712;70750;707;7
3802;25;713;70750;707;7
2103;28;713;70750;707;7
3103;27;713;70750;707;7
2801;25;713;70750;707;7
3201;29;711;70750;707;7
7105;26;712;70750;707;7
7903;37;711;70750;707;7
8703;34;711;70750;707;7
1202;41;711;70750;707;7
3405;34;712;70750;707;7
302;42;713;70850;708;7
10304;35;713;70950;709;7
8203;32;712;70950;709;7
7801;42;713;70950;709;7
302;27;711;70950;709;7
1803;26;712;70950;709;7
7706;27;713;70950;709;7
6603;32;712;70950;709;7
1602;28;713;70950;709;7
7701;34;713;70950;709;7
3405;28;711;70950;709;7
4502;31;713;70950;709;7
9503;31;711;70950;709;7
7902;41;713;70950;709;7
8704;27;712;70950;709;7
8802;37;712;70950;709;7
709;29;712;70951;709;7
207;35;722;70952;709;7
900102;29;721;70954;709;7
2401;31;713;71050;710;7
900501;31;722;71050;710;7
2701;26;713;71050;710;7
1105;31;712;71050;710;7
703;29;713;71050;710;7
900102;28;721;71052;710;7
900201;26;721;71055;710;7
102;35;723;71056;710;7
104;34;723;71056;710;7
900601;25;723;71150;711;7
201;26;713;71150;711;7
900301;37;721;71153;711;7
7801;32;713;71250;712;7
8302;35;713;71250;712;7
3303;28;712;71250;712;7
8401;29;713;71250;712;7
3805;25;711;71250;712;7
1002;32;711;71250;712;7
6805;37;713;71250;712;7
2903;41;712;71250;712;7
4902;28;712;71250;712;7
9304;42;712;71250;712;7
9001;32;713;71250;712;7
4903;34;712;71250;712;7
204;41;723;71251;712;7
900201;31;721;71251;712;7
900101;27;721;71252;712;7
201;31;723;71253;712;7
211;34;722;71254;712;7
203;32;723;71255;712;7
1802;34;713;71350;713;7
1603;41;713;71350;713;7
304;37;713;71350;713;7
103;37;723;71352;713;7
900701;25;721;71353;713;7
900201;29;722;71355;713;7
900101;35;721;71450;714;7
25301;29;812;80150;801;8
4003;25;811;80150;801;8
19206;35;812;80150;801;8
10704;27;811;80150;801;8
18001;31;811;80150;801;8
11003;42;812;80150;801;8
10001;29;811;80150;801;8
5001;41;811;80150;801;8
18401;31;811;80150;801;8
11301;34;812;80150;801;8
7303;27;811;80150;801;8
4007;41;811;80150;801;8
9701;37;811;80150;801;8
16802;37;811;80150;801;8
19303;42;812;80150;801;8
15102;34;811;80150;801;8
900301;32;823;80150;801;8
11101;41;812;80150;801;8
2106;25;812;80150;801;8
16103;25;812;80150;801;8
22604;32;812;80150;801;8
7501;32;811;80150;801;8
17003;32;811;80150;801;8
25801;35;812;80150;801;8
9901;34;813;80150;801;8
10801;29;812;80150;801;8
7601;35;811;80150;801;8
6801;34;811;80150;801;8
11703;42;811;80150;801;8
21801;29;813;80150;801;8
4701;26;811;80150;801;8
5603;41;813;80150;801;8
4005;25;811;80150;801;8
25907;42;811;80150;801;8
2307;28;812;80150;801;8
15201;42;811;80150;801;8
20503;42;812;80150;801;8
7606;35;811;80150;801;8
900402;35;822;80150;801;8
4901;25;813;80150;801;8
10905;31;812;80150;801;8
12401;37;811;80150;801;8
5002;29;811;80150;801;8
10306;25;811;80150;801;8
13904;31;813;80150;801;8
18303;35;812;80150;801;8
5302;29;811;80150;801;8
7304;28;811;80150;801;8
12503;28;812;80150;801;8
24402;31;811;80150;801;8
10906;27;812;80150;801;8
27404;28;812;80150;801;8
24702;41;812;80150;801;8
4203;26;811;80150;801;8
8402;42;813;80150;801;8
2001;28;811;80150;801;8
3702;29;812;80150;801;8
12302;28;813;80150;801;8
6201;27;811;80150;801;8
11005;32;812;80150;801;8
12402;35;811;80150;801;8
7103;32;813;80150;801;8
15202;32;811;80150;801;8
28603;28;812;80150;801;8
5502;37;812;80150;801;8
8302;28;811;80150;801;8
11001;31;812;80150;801;8
901;26;811;80150;801;8
16303;37;813;80150;801;8
24502;26;812;80150;801;8
22703;34;811;80150;801;8
28203;34;812;80150;801;8
21807;32;813;80150;801;8
204;27;822;80154;801;8
900401;32;822;80154;801;8
900201;25;821;80159;801;8
900602;41;822;80163;801;8
105;42;823;80163;801;8
900502;26;821;80165;801;8
202;34;822;80165;801;8
204;31;822;80165;801;8
103;28;813;80166;801;8
303;25;812;80166;801;8
900101;34;823;80168;801;8
106;42;823;80168;801;8
206;35;823;80168;801;8
105;29;823;80168;801;8
403;27;812;80250;802;8
900202;41;821;80250;802;8
703;34;813;80250;802;8
103;27;823;80252;802;8
900404;35;822;80253;802;8
404;26;813;80253;802;8
405;37;813;80253;802;8
900203;41;821;80254;802;8
900502;42;821;80254;802;8
307;29;813;80254;802;8
101;26;823;80256;802;8
103;31;823;80256;802;8
900101;41;822;80257;802;8
900201;37;821;80259;802;8
900102;34;822;80260;802;8
900802;27;821;80261;802;8
900301;34;821;80261;802;8
900602;37;821;80261;802;8
101;28;823;80262;802;8
900301;29;821;80263;802;8
104;32;822;80264;802;8
900401;31;822;80350;803;8
301;26;812;80350;803;8
900202;25;822;80350;803;8
900403;37;822;80350;803;8
204;26;813;80350;803;8
302;34;812;80350;803;8
1001;37;812;80350;803;8
102;37;822;80353;803;8
900101;41;821;80356;803;8
900202;35;821;80357;803;8
901301;32;821;80357;803;8
901303;26;821;80357;803;8
900901;28;822;80357;803;8
905402;31;823;80450;804;8
6702;41;812;80450;804;8
903702;27;822;80450;804;8
4801;27;813;80450;804;8
904202;29;821;80450;804;8
2004;25;812;80450;804;8
2301;37;812;80450;804;8
904401;34;822;80450;804;8
802;31;812;80450;804;8
907502;32;823;80450;804;8
904803;26;821;80450;804;8
907101;27;823;80450;804;8
3405;42;813;80450;804;8
4803;42;813;80450;804;8
901003;41;822;80450;804;8
2204;31;813;80450;804;8
2302;34;812;80450;804;8
903201;27;822;80450;804;8
2401;27;812;80450;804;8
900902;25;821;80450;804;8
906202;25;823;80450;804;8
3204;37;812;80450;804;8
904904;42;821;80450;804;8
3901;41;813;80450;804;8
1103;41;812;80450;804;8
2002;26;812;80450;804;8
906902;34;821;80450;804;8
903001;31;821;80450;804;8
905202;25;822;80450;804;8
1102;42;812;80450;804;8
906801;32;821;80450;804;8
906302;35;823;80450;804;8
900202;28;821;80451;804;8
900702;37;822;80451;804;8
900502;42;822;80452;804;8
900901;42;821;80452;804;8
900103;25;821;80453;804;8
901202;26;822;80453;804;8
901901;34;821;80453;804;8
900402;32;821;80453;804;8
901601;42;822;80453;804;8
902502;26;822;80453;804;8
901802;28;821;80453;804;8
404;28;813;80453;804;8
107;29;813;80453;804;8
900403;31;821;80454;804;8
402;25;813;80454;804;8
502;25;813;80454;804;8
403;29;813;80455;804;8
901302;28;823;80455;804;8
303;32;813;80455;804;8
900703;26;823;80455;804;8
900803;41;823;80455;804;8
901202;34;823;80455;804;8
1402;34;813;80455;804;8
900806;37;823;80455;804;8
201;37;813;80550;805;8
2604;29;812;80550;805;8
900103;25;822;80550;805;8
3204;26;813;80550;805;8
3202;37;813;80550;805;8
2304;31;812;80550;805;8
1701;31;813;80550;805;8
1405;34;813;80550;805;8
1301;31;813;80550;805;8
900203;26;822;80551;805;8
900203;28;822;80554;805;8
101;29;822;80562;805;8
2102;27;813;80650;806;8
1301;32;812;80650;806;8
502;41;813;80650;806;8
2303;32;812;80650;806;8
900302;27;821;80650;806;8
402;41;811;80650;806;8
1807;35;812;80650;806;8
301;27;812;80650;806;8
900201;29;822;80651;806;8
900403;35;821;80651;806;8
900402;37;821;80651;806;8
103;35;813;80652;806;8
900702;25;823;80653;806;8
900101;35;822;80653;806;8
205;42;813;80653;806;8
900301;27;821;80654;806;8
704;26;812;80654;806;8
1105;27;813;80654;806;8
502;35;813;80654;806;8
603;35;813;80654;806;8
602;32;813;80654;806;8
204;41;813;80750;807;8
900101;32;822;80750;807;8
900403;42;822;80750;807;8
900101;31;822;80751;807;8
900601;31;821;80752;807;8
101;41;823;80752;807;8
900302;28;821;80752;807;8
900602;28;822;80753;807;8
201;29;823;80754;807;8
900102;29;822;80754;807;8
101;37;823;80754;807;8
900602;35;821;80754;807;8
202;27;813;80755;807;8
407;28;813;80755;807;8
302;25;813;80755;807;8
409;26;813;80755;807;8
102;35;813;80755;807;8
900401;29;821;80755;807;8
66203;31;2612;90150;901;9
239703;41;2612;90150;901;9
276104;35;2611;90150;901;9
62901;25;2612;90150;901;9
199202;42;2612;90150;901;9
534505;26;2613;90150;901;9
549203;41;2611;90150;901;9
243804;28;2612;90150;901;9
275201;35;2611;90150;901;9
401002;35;2612;90150;901;9
319004;26;2611;90150;901;9
423101;27;2612;90150;901;9
512704;41;2613;90150;901;9
541901;29;2612;90150;901;9
182802;35;2611;90150;901;9
232401;34;2612;90150;901;9
179803;32;2612;90150;901;9
143002;32;2611;90150;901;9
409002;28;2612;90150;901;9
125701;41;2612;90150;901;9
171701;29;2612;90150;901;9
315101;42;2611;90150;901;9
209002;31;2612;90150;901;9
405703;41;2612;90150;901;9
72304;41;2612;90150;901;9
415504;42;2612;90150;901;9
446204;31;2612;90150;901;9
112201;26;2613;90150;901;9
247602;32;2612;90150;901;9
308101;29;2611;90150;901;9
338904;35;2612;90150;901;9
62503;26;2612;90150;901;9
413702;27;2612;90150;901;9
103301;32;2612;90150;901;9
551801;28;2613;90150;901;9
313603;35;2611;90150;901;9
347001;25;2612;90150;901;9
105701;42;2612;90150;901;9
153805;42;2612;90150;901;9
167803;27;2612;90150;901;9
271403;42;2611;90150;901;9
540003;42;2613;90150;901;9
552201;34;2613;90150;901;9
163402;41;2612;90150;901;9
440303;35;2611;90150;901;9
67603;31;2612;90150;901;9
486902;26;2613;90150;901;9
24802;27;2611;90150;901;9
487501;26;2613;90150;901;9
535501;34;2613;90150;901;9
138903;25;2612;90150;901;9
429202;37;2612;90150;901;9
508903;35;2613;90150;901;9
532103;32;2613;90150;901;9
107902;41;2612;90150;901;9
433101;42;2613;90150;901;9
30302;27;2612;90150;901;9
457001;27;2613;90150;901;9
282102;26;2611;90150;901;9
442703;42;2613;90150;901;9
483403;26;2613;90150;901;9
328602;28;2611;90150;901;9
392001;35;2612;90150;901;9
407201;42;2612;90150;901;9
549404;29;2612;90150;901;9
504302;25;2613;90150;901;9
513003;31;2613;90150;901;9
229404;26;2612;90150;901;9
269403;34;2612;90150;901;9
280402;27;2612;90150;901;9
529501;26;2612;90150;901;9
147202;26;2612;90150;901;9
150503;34;2612;90150;901;9
284702;34;2611;90150;901;9
76203;28;2612;90150;901;9
152904;28;2611;90150;901;9
213401;29;2612;90150;901;9
349104;37;2611;90150;901;9
391503;27;2612;90150;901;9
519702;37;2613;90150;901;9
154202;35;2612;90150;901;9
256201;34;2612;90150;901;9
177502;37;2612;90150;901;9
304704;28;2611;90150;901;9
506803;35;2613;90150;901;9
542101;32;2611;90150;901;9
415102;28;2611;90150;901;9
450402;29;2611;90150;901;9
224503;31;2612;90150;901;9
118101;27;2612;90150;901;9
155401;26;2612;90150;901;9
245104;32;2612;90150;901;9
544303;34;2612;90150;901;9
245305;29;2612;90150;901;9
95902;27;2612;90150;901;9
298801;37;2611;90150;901;9
440702;34;2611;90150;901;9
5502;37;2611;90150;901;9
114704;26;2611;90150;901;9
378203;29;2613;90150;901;9
225301;37;2612;90150;901;9
262003;25;2612;90150;901;9
293402;41;2611;90150;901;9
282903;26;2611;90150;901;9
332604;29;2611;90150;901;9
509202;31;2613;90150;901;9
35102;27;2611;90150;901;9
153902;26;2612;90150;901;9
300401;29;2611;90150;901;9
469501;27;2613;90150;901;9
319302;27;2611;90150;901;9
332602;41;2611;90150;901;9
472502;42;2613;90150;901;9
46902;32;2612;90150;901;9
402303;32;2613;90150;901;9
519001;32;2613;90150;901;9
44503;41;2612;90150;901;9
255403;37;2612;90150;901;9
433701;26;2612;90150;901;9
471002;29;2613;90150;901;9
485002;31;2612;90150;901;9
249102;28;2612;90150;901;9
326602;41;2611;90150;901;9
471203;27;2613;90150;901;9
477605;42;2613;90150;901;9
306703;41;2611;90150;901;9
524804;25;2613;90150;901;9
182901;34;2612;90150;901;9
408603;27;2611;90150;901;9
347204;32;2612;90150;901;9
419501;25;2612;90150;901;9
504103;34;2613;90150;901;9
522704;41;2613;90150;901;9
112105;41;2613;90150;901;9
346202;28;2611;90150;901;9
533701;25;2613;90150;901;9
31902;29;2611;90150;901;9
472201;41;2613;90150;901;9
533801;41;2613;90150;901;9
5104;25;2613;90150;901;9
300404;25;2611;90150;901;9
425802;25;2612;90150;901;9
490701;27;2613;90150;901;9
229502;41;2612;90150;901;9
400201;42;2612;90150;901;9
534601;32;2613;90150;901;9
53301;41;2613;90150;901;9
278203;42;2611;90150;901;9
438003;26;2611;90150;901;9
190603;27;2612;90150;901;9
91501;34;2613;90150;901;9
271803;35;2611;90150;901;9
13301;29;2612;90150;901;9
219701;34;2612;90150;901;9
474302;25;2613;90150;901;9
481001;27;2612;90150;901;9
290604;37;2611;90150;901;9
430001;32;2612;90150;901;9
19402;26;2612;90150;901;9
36904;27;2612;90150;901;9
235304;29;2612;90150;901;9
281101;27;2611;90150;901;9
50703;32;2612;90150;901;9
128703;26;2612;90150;901;9
534401;27;2613;90150;901;9
98602;34;2612;90150;901;9
25103;25;2612;90150;901;9
386101;34;2612;90150;901;9
439104;26;2613;90150;901;9
354901;42;2612;90150;901;9
264304;42;2612;90150;901;9
3502;37;2612;90150;901;9
203703;31;2612;90150;901;9
489002;37;2613;90150;901;9
76901;29;2612;90150;901;9
337401;35;2611;90150;901;9
524001;31;2613;90150;901;9
17102;29;2612;90150;901;9
184901;31;2612;90150;901;9
190502;42;2612;90150;901;9
167502;37;2612;90150;901;9
309001;37;2611;90150;901;9
385302;42;2612;90150;901;9
480101;37;2613;90150;901;9
406003;37;2611;90150;901;9
390901;25;2612;90150;901;9
503101;29;2613;90150;901;9
45201;29;2612;90150;901;9
126502;28;2613;90150;901;9
532503;28;2613;90150;901;9
20701;26;2611;90150;901;9
284601;31;2611;90150;901;9
314801;34;2611;90150;901;9
469702;29;2613;90150;901;9
168202;31;2612;90150;901;9
283102;42;2611;90150;901;9
373102;28;2612;90150;901;9
497601;29;2613;90150;901;9
95303;35;2613;90150;901;9
293703;34;2611;90150;901;9
524201;35;2613;90150;901;9
228701;26;2612;90150;901;9
90103;28;2612;90150;901;9
122403;31;2611;90150;901;9
235102;35;2612;90150;901;9
393703;42;2611;90150;901;9
256703;29;2611;90150;901;9
527503;32;2613;90150;901;9
176901;29;2611;90150;901;9
284501;27;2611;90150;901;9
257801;31;2612;90150;901;9
352101;31;2611;90150;901;9
374203;35;2612;90150;901;9
512402;32;2613;90150;901;9
331903;32;2611;90150;901;9
428901;29;2612;90150;901;9
477301;28;2613;90150;901;9
506802;28;2613;90150;901;9
271902;25;2611;90150;901;9
480401;37;2613;90150;901;9
85301;32;2612;90150;901;9
370603;34;2611;90150;901;9
541001;26;2611;90150;901;9
65601;35;2612;90150;901;9
11801;41;2612;90150;901;9
490105;31;2613;90150;901;9
89701;35;2612;90150;901;9
220603;37;2612;90150;901;9
361802;41;2611;90150;901;9
445802;28;2612;90150;901;9
512803;25;2613;90150;901;9
161201;41;2612;90150;901;9
154401;35;2612;90150;901;9
524503;29;2613;90150;901;9
299502;41;2611;90150;901;9
297302;31;2611;90150;901;9
490903;42;2612;90150;901;9
63103;25;2613;90150;901;9
197502;25;2612;90150;901;9
512403;28;2613;90150;901;9
100203;31;2612;90150;901;9
348801;37;2612;90150;901;9
144701;42;2612;90150;901;9
244901;37;2612;90150;901;9
238901;37;2612;90150;901;9
149901;37;2612;90150;901;9
118601;29;2612;90150;901;9
380803;31;2612;90150;901;9
479803;25;2613;90150;901;9
196104;32;2612;90150;901;9
546501;41;2611;90150;901;9
26901;37;2612;90150;901;9
336902;42;2611;90150;901;9
457003;34;2613;90150;901;9
291403;32;2611;90150;901;9
319104;25;2611;90150;901;9
209803;41;2612;90150;901;9
286001;31;2611;90150;901;9
288503;28;2611;90150;901;9
394501;28;2611;90150;901;9
508301;37;2613;90150;901;9
462403;35;2613;90150;901;9
161602;28;2612;90150;901;9
307402;42;2611;90150;901;9
304804;27;2611;90150;901;9
412202;25;2612;90150;901;9
515703;31;2613;90150;901;9
81703;26;2611;90150;901;9
7103;28;2612;90150;901;9
376602;34;2612;90150;901;9
461302;37;2611;90150;901;9
278301;31;2611;90150;901;9
321604;29;2611;90150;901;9
124201;26;2612;90150;901;9
188502;32;2612;90150;901;9
215003;42;2612;90150;901;9
525303;27;2613;90150;901;9
549101;26;2611;90150;901;9
101602;29;2611;90150;901;9
120601;28;2611;90150;901;9
201504;25;2612;90150;901;9
287003;42;2611;90150;901;9
442502;32;2612;90150;901;9
479103;42;2613;90150;901;9
186802;31;2612;90150;901;9
252102;37;2612;90150;901;9
379201;25;2611;90150;901;9
457501;31;2613;90150;901;9
532307;26;2613;90150;901;9
378102;26;2612;90150;901;9
214903;35;2612;90150;901;9
494001;34;2613;90150;901;9
182302;31;2612;90150;901;9
12103;41;2612;90150;901;9
367303;25;2612;90150;901;9
301301;35;2611;90150;901;9
326302;25;2611;90150;901;9
331103;25;2611;90150;901;9
468102;29;2612;90150;901;9
131104;35;2612;90150;901;9
258502;35;2612;90150;901;9
523101;37;2613;90150;901;9
25302;28;2612;90150;901;9
81403;25;2612;90150;901;9
231203;25;2612;90150;901;9
371901;28;2612;90150;901;9
398302;31;2611;90150;901;9
258601;34;2612;90150;901;9
422803;32;2612;90150;901;9
532502;42;2613;90150;901;9
328403;41;2611;90150;901;9
179901;37;2612;90150;901;9
322403;31;2611;90150;901;9
373901;34;2612;90150;901;9
46303;34;2611;90150;901;9
59501;41;2612;90150;901;9
275902;25;2611;90150;901;9
164802;27;2612;90150;901;9
465202;32;2611;90150;901;9
471402;28;2613;90150;901;9
473002;34;2613;90150;901;9
497202;27;2613;90150;901;9
183103;32;2611;90150;901;9
455602;41;2612;90150;901;9
538102;35;2613;90150;901;9
547104;34;2611;90150;901;9
4902;29;2612;90150;901;9
251904;32;2612;90150;901;9
493904;35;2613;90150;901;9
378803;28;2612;90150;901;9
45903;42;2612;90150;901;9
104003;37;2613;90150;901;9
276703;42;2611;90150;901;9
399401;32;2611;90150;901;9
517404;29;2613;90150;901;9
159601;27;2612;90150;901;9
409701;29;2613;90150;901;9
20401;32;2612;90150;901;9
276003;27;2611;90150;901;9
425101;37;2613;90150;901;9
436901;31;2613;90150;901;9
179701;35;2612;90150;901;9
543303;32;2611;90150;901;9
114201;35;2612;90150;901;9
491401;42;2613;90150;901;9
216201;34;2612;90150;901;9
73302;28;2613;90150;901;9
179802;25;2612;90150;901;9
447804;28;2612;90150;901;9
205603;34;2612;90150;901;9
495901;26;2613;90150;901;9
532902;27;2613;90150;901;9
106403;37;2612;90150;901;9
414401;37;2611;90150;901;9
471703;32;2613;90150;901;9
354702;32;2611;90150;901;9
225701;34;2611;90150;901;9
234301;27;2612;90150;901;9
473701;31;2613;90150;901;9
314101;25;2611;90150;901;9
477604;35;2613;90150;901;9
14201;42;2612;90150;901;9
92501;25;2611;90150;901;9
403301;26;2612;90150;901;9
527603;34;2613;90150;901;9
536903;32;2613;90150;901;9
64402;34;2611;90150;901;9
502703;41;2613;90150;901;9
303903;31;2611;90150;901;9
357502;29;2612;90150;901;9
239004;34;2612;90150;901;9
267102;28;2612;90150;901;9
196703;31;2612;90150;901;9
325101;28;2611;90150;901;9
55304;35;2611;90150;901;9
152802;26;2612;90150;901;9
138402;26;2612;90150;901;9
399501;35;2612;90150;901;9
488603;41;2613;90150;901;9
221603;28;2612;90150;901;9
293801;27;2611;90150;901;9
307203;37;2611;90150;901;9
155702;41;2612;90150;901;9
270002;27;2612;90150;901;9
900301;31;921;90153;901;9
2505;37;911;90156;901;9
603;28;911;90157;901;9
701;32;911;90158;901;9
903602;26;923;90250;902;9
900401;32;923;90450;904;9
2901;28;912;90450;904;9
506;25;911;90550;905;9
901101;34;923;90551;905;9
3401;42;912;90650;906;9
12104;27;913;90650;906;9
6803;41;911;90650;906;9
8003;35;913;90650;906;9
2404;31;913;90650;906;9
9401;26;912;90650;906;9
4401;25;913;90650;906;9
3501;29;911;90650;906;9
901601;32;922;90652;906;9
102;37;921;90652;906;9
900802;34;922;90654;906;9
901702;29;923;90656;906;9
901101;41;922;90656;906;9
900901;32;921;90750;907;9
28505;32;913;90750;907;9
20302;25;911;90750;907;9
12906;41;912;90750;907;9
901601;25;921;90750;907;9
9504;25;912;90750;907;9
5703;27;911;90750;907;9
40501;32;912;90750;907;9
902702;25;923;90850;908;9
902402;28;921;90850;908;9
1203;28;911;90950;909;9
4502;29;912;90950;909;9
901501;27;922;90950;909;9
1803;26;911;90950;909;9
1703;35;911;90950;909;9
2203;31;911;90950;909;9
504;34;912;90950;909;9
3705;31;912;91050;910;9
20102;37;912;91050;910;9
18102;29;911;91050;910;9
4805;41;911;91050;910;9
17202;27;911;91050;910;9
26103;35;911;91050;910;9
17302;42;911;91050;910;9
12801;42;911;91050;910;9
16002;37;911;91050;910;9
900902;37;922;91053;910;9
901701;27;921;91053;910;9
5303;35;912;91150;911;9
900202;25;922;91153;911;9
202;32;911;91153;911;9
902401;26;921;91250;912;9
901801;35;923;91450;914;9
903202;28;923;91450;914;9
1404;42;913;91650;916;9
4708;29;913;91650;916;9
6301;26;913;91650;916;9
6302;41;913;91650;916;9
103;28;913;91650;916;9
6603;37;913;91650;916;9
4401;34;913;91650;916;9
902002;41;921;91651;916;9
905302;41;923;91850;918;9
902101;42;923;91850;918;9
900401;28;922;91850;918;9
902902;35;922;91850;918;9
901802;26;922;91850;918;9
907;34;911;91950;919;9
902901;27;923;91950;919;9
1103;26;911;91950;919;9
1904;31;911;91950;919;9
900501;37;923;92050;920;9
302;42;921;92053;920;9
900501;31;922;92053;920;9
900801;35;921;92056;920;9
900802;34;921;92056;920;9
2202;34;911;92150;921;9
901301;29;921;92251;922;9
901902;42;922;92251;922;9
900502;29;922;92450;924;9
2002;27;912;92550;925;9
900101;31;923;92550;925;9
10901;37;1013;100150;1001;10
900802;31;1023;100150;1001;10
900902;35;1022;100150;1001;10
900701;35;1023;100150;1001;10
11203;41;1013;100150;1001;10
23601;28;1013;100150;1001;10
2705;26;1013;100150;1001;10
8202;31;1013;100150;1001;10
901302;28;1021;100150;1001;10
23605;41;1013;100150;1001;10
21303;28;1013;100150;1001;10
18505;41;1012;100150;1001;10
16703;34;1013;100150;1001;10
8101;25;1013;100150;1001;10
900801;28;1023;100150;1001;10
5705;35;1013;100150;1001;10
9802;34;1013;100150;1001;10
7401;31;1011;100150;1001;10
13504;28;1013;100150;1001;10
6305;32;1012;100150;1001;10
14604;29;1013;100150;1001;10
13603;26;1013;100150;1001;10
15706;28;1012;100150;1001;10
19104;42;1012;100150;1001;10
21402;37;1013;100150;1001;10
8403;42;1012;100150;1001;10
22403;41;1013;100150;1001;10
20803;35;1013;100150;1001;10
15103;26;1012;100150;1001;10
19205;31;1012;100150;1001;10
3405;25;1013;100150;1001;10
606;32;1013;100150;1001;10
20005;28;1013;100150;1001;10
19302;28;1012;100150;1001;10
21502;42;1013;100150;1001;10
10403;25;1012;100150;1001;10
11004;41;1013;100150;1001;10
19202;27;1012;100150;1001;10
14610;32;1013;100150;1001;10
4801;32;1013;100150;1001;10
10502;35;1013;100150;1001;10
20403;34;1013;100150;1001;10
1105;26;1013;100150;1001;10
2001;37;1013;100150;1001;10
21203;34;1011;100150;1001;10
901403;35;1021;100150;1001;10
17204;25;1012;100150;1001;10
21202;37;1011;100150;1001;10
6906;32;1012;100150;1001;10
8205;31;1013;100150;1001;10
10104;27;1013;100150;1001;10
5503;27;1013;100150;1001;10
17402;27;1012;100150;1001;10
11001;29;1013;100150;1001;10
904;35;1013;100150;1001;10
23602;27;1013;100150;1001;10
900401;26;1021;100151;1001;10
900403;37;1021;100151;1001;10
101;35;1011;100151;1001;10
604;29;1012;100151;1001;10
202;37;1011;100151;1001;10
900102;32;1021;100151;1001;10
900501;32;1023;100152;1001;10
900301;37;1021;100153;1001;10
404;25;1011;100154;1001;10
901101;35;1022;100154;1001;10
900902;41;1021;100154;1001;10
302;28;1012;100154;1001;10
900503;34;1023;100154;1001;10
900701;42;1021;100155;1001;10
109;26;1023;100156;1001;10
901301;27;1023;100157;1001;10
900402;31;1022;100157;1001;10
900101;42;1023;100157;1001;10
2003;32;1012;100157;1001;10
901402;42;1023;100157;1001;10
801;37;1012;100250;1002;10
3203;29;1011;100250;1002;10
804;41;1012;100250;1002;10
1001;27;1011;100250;1002;10
3304;25;1013;100250;1002;10
3001;31;1012;100250;1002;10
900303;41;1022;100250;1002;10
402;25;1012;100250;1002;10
1002;26;1011;100250;1002;10
900103;32;1022;100251;1002;10
302;35;1012;100253;1002;10
403;28;1011;100254;1002;10
204;34;1022;100300;1003;10
603;25;1023;100300;1003;10
901402;41;1023;100350;1003;10
1102;37;1012;100350;1003;10
1601;31;1012;100350;1003;10
104;37;1013;100350;1003;10
901901;26;1022;100350;1003;10
901601;28;1023;100350;1003;10
900602;41;1021;100352;1003;10
101;32;1023;100352;1003;10
900901;27;1021;100352;1003;10
901001;26;1021;100352;1003;10
101;28;1011;100353;1003;10
900501;29;1022;100353;1003;10
206;34;1011;100353;1003;10
101;25;1023;100354;1003;10
102;37;1023;100354;1003;10
900503;29;1021;100354;1003;10
900101;26;1022;100355;1003;10
900904;25;1022;100356;1003;10
900301;29;1021;100357;1003;10
900501;42;1021;100357;1003;10
6502;31;1013;100450;1004;10
1003;41;1011;100450;1004;10
2502;35;1011;100450;1004;10
502;35;1012;100450;1004;10
2403;41;1011;100450;1004;10
5602;29;1012;100450;1004;10
5004;34;1013;100450;1004;10
3801;31;1013;100450;1004;10
6105;29;1013;100450;1004;10
5403;34;1012;100450;1004;10
3803;29;1013;100450;1004;10
5002;26;1013;100450;1004;10
5204;42;1012;100450;1004;10
2904;25;1013;100450;1004;10
3603;42;1013;100450;1004;10
5601;27;1012;100450;1004;10
1303;35;1012;100450;1004;10
902203;29;1022;100450;1004;10
603;26;1012;100450;1004;10
7104;34;1012;100450;1004;10
402;26;1011;100450;1004;10
6002;25;1011;100450;1004;10
900103;31;1022;100450;1004;10
6103;32;1013;100450;1004;10
5306;27;1013;100450;1004;10
5505;42;1013;100450;1004;10
6104;42;1013;100450;1004;10
201;41;1012;100451;1004;10
303;26;1012;100451;1004;10
501;32;1011;100452;1004;10
504;31;1011;100452;1004;10
900202;32;1022;100452;1004;10
104;42;1011;100452;1004;10
406;27;1011;100452;1004;10
900402;27;1022;100452;1004;10
900206;34;1022;100453;1004;10
900204;27;1022;100453;1004;10
202;27;1023;100453;1004;10
900901;31;1021;100455;1004;10
900302;27;1021;100455;1004;10
900202;42;1022;100455;1004;10
901102;31;1023;100455;1004;10
901601;25;1022;100455;1004;10
402;32;1011;100456;1004;10
900301;29;1023;100457;1004;10
900702;42;1022;100457;1004;10
104;42;1011;100457;1004;10
405;29;1011;100457;1004;10
900101;34;1021;100457;1004;10
900401;37;1022;100457;1004;10
900303;35;1021;100458;1004;10
900601;32;1021;100458;1004;10
900101;28;1021;100550;1005;10
803;37;1012;100550;1005;10
900901;41;1022;100550;1005;10
902;29;1012;100550;1005;10
900801;28;1022;100550;1005;10
900602;25;1021;100550;1005;10
1106;34;1012;100550;1005;10
103;35;1023;100552;1005;10
900401;34;1021;100553;1005;10
101;29;1023;100553;1005;10
900503;28;1022;100553;1005;10
900501;25;1021;100650;1006;10
105;34;1023;100651;1006;10
202;26;1023;100651;1006;10
900201;31;1021;100652;1006;10
900302;37;1022;100653;1006;10
900102;41;1023;100653;1006;10
900403;37;1023;100654;1006;10
10705;41;1113;110150;1101;11
